product_id,merchant_id,product_name,product_category,offering_type,unit_price,is_physical,return_eligible
PROD000620,M000126,Slim Fit Denim Jeans,Fashion,fashion_apparel,1231.05,1,1
PROD000621,M000126,Wireless Noise-Canceling Earbuds,Electronics,electronic_accessory,2412.57,1,1
PROD000622,M000126,Organic Hydrating Skincare Kit,Beauty,cosmetics_kit,1019.58,1,1
PROD000623,M000126,Stainless Steel Water Bottle,Lifestyle,general_item,640.37,1,1
PROD000624,M000126,Ergonomic Desk Chair Cushion,Home Office,home_decor,1541.24,1,1
PROD000625,M000126,Slim Fit Denim Jeans,Fashion,fashion_apparel,1709.03,1,1
PROD000626,M000127,Starter Developer API License,Software Subscriptions,saas_plan,1134.46,0,0
PROD000627,M000127,Pro Engineering Team Subscription,Software Subscriptions,saas_plan,8818.0,0,0
PROD000628,M000127,Enterprise Infrastructure Plan,Software Subscriptions,saas_plan,23312.08,0,0
PROD000629,M000127,Custom Domain & SSL Add-on,Add-on Services,saas_plan,825.56,0,0
PROD000630,M000127,Priority 24/7 Technical Support Pass,Support Services,saas_plan,4286.12,0,0
PROD000631,M000128,Starter Developer API License,Software Subscriptions,saas_plan,748.54,0,0
PROD000632,M000128,Pro Engineering Team Subscription,Software Subscriptions,saas_plan,8283.06,0,0
PROD000633,M000128,Enterprise Infrastructure Plan,Software Subscriptions,saas_plan,25691.07,0,0
PROD000634,M000128,Custom Domain & SSL Add-on,Add-on Services,saas_plan,1078.5,0,0
PROD000635,M000128,Priority 24/7 Technical Support Pass,Support Services,saas_plan,1097.36,0,0
PROD000636,M000128,Starter Developer API License,Software Subscriptions,saas_plan,3909.79,0,0
PROD000637,M000129,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1400.03,1,1
PROD000638,M000129,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,962.33,1,1
PROD000639,M000129,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,2639.32,1,1
PROD000640,M000129,Custom Keychains Set,Gifts & Novelties,handicraft_item,226.2,1,1
PROD000641,M000129,Embroidered Cushion Cover,Home & Living,home_decor,1123.54,1,1
PROD000642,M000129,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1002.98,1,1
PROD000643,M000130,Special Chicken Biryani Combo,Main Course,food_item,377.29,0,0
PROD000644,M000130,Paneer Butter Masala & Naan Meal,Main Course,food_item,326.12,0,0
PROD000645,M000130,Wood-Fired Margherita Pizza,Italian,food_item,417.73,0,0
PROD000646,M000130,Fresh Fruit Smoothie & Salad,Beverages & Healthy,food_item,219.18,0,0
PROD000647,M000131,Slim Fit Denim Jeans,Fashion,fashion_apparel,1479.07,1,1
PROD000648,M000131,Wireless Noise-Canceling Earbuds,Electronics,electronic_accessory,2635.57,1,1
PROD000649,M000131,Organic Hydrating Skincare Kit,Beauty,cosmetics_kit,971.44,1,1
PROD000650,M000131,Stainless Steel Water Bottle,Lifestyle,general_item,354.41,1,1
PROD000651,M000132,Performance Running Shoes,Footwear,footwear,3165.26,1,1
PROD000652,M000132,Urban Casual Sneakers,Footwear,footwear,2176.34,1,1
PROD000653,M000132,Leather Formal Shoes,Footwear,footwear,4484.96,1,1
PROD000654,M000132,Breathable Sports Sandals,Footwear,footwear,1291.52,1,1
PROD000655,M000132,Waterproof Trail Shoes,Footwear,footwear,4275.74,1,1
PROD000656,M000133,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1358.32,1,1
PROD000657,M000133,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,441.68,1,1
PROD000658,M000133,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,3782.17,1,1
PROD000659,M000133,Custom Keychains Set,Gifts & Novelties,handicraft_item,428.09,1,1
PROD000660,M000133,Embroidered Cushion Cover,Home & Living,home_decor,762.97,1,1
PROD000661,M000134,Performance Running Shoes,Footwear,footwear,3271.45,1,1
PROD000662,M000134,Urban Casual Sneakers,Footwear,footwear,3195.08,1,1
PROD000663,M000134,Leather Formal Shoes,Footwear,footwear,4247.66,1,1
PROD000664,M000134,Breathable Sports Sandals,Footwear,footwear,1836.05,1,1
PROD000665,M000135,Annual All-Gym Access Pass,Memberships,gym_membership,14806.49,0,0
PROD000666,M000135,Monthly Unlimited Crossfit Membership,Memberships,gym_membership,3077.41,0,0
PROD000667,M000135,Personal Training 10-Session Bundle,Personal Training,personal_training,8428.76,0,0
PROD000668,M000135,Yoga & Pilates Group Class Pass,Group Classes,fitness_class,2957.83,0,0
PROD000669,M000136,Performance Running Shoes,Footwear,footwear,3451.48,1,1
PROD000670,M000136,Urban Casual Sneakers,Footwear,footwear,3226.71,1,1
PROD000671,M000136,Leather Formal Shoes,Footwear,footwear,4408.99,1,1
PROD000672,M000136,Breathable Sports Sandals,Footwear,footwear,1800.21,1,1
PROD000673,M000136,Waterproof Trail Shoes,Footwear,footwear,4677.17,1,1
PROD000674,M000136,Performance Running Shoes,Footwear,footwear,3651.57,1,1
PROD000675,M000137,Special Chicken Biryani Combo,Main Course,food_item,469.19,0,0
PROD000676,M000137,Paneer Butter Masala & Naan Meal,Main Course,food_item,364.0,0,0
PROD000677,M000137,Wood-Fired Margherita Pizza,Italian,food_item,503.94,0,0
PROD000678,M000137,Fresh Fruit Smoothie & Salad,Beverages & Healthy,food_item,100.14,0,0
PROD000679,M000138,UPSC Complete Foundation Course 2026,Competitive Exams,exam_course,10267.99,0,0
PROD000680,M000138,Mains Answer Writing Test Series,Test Series,test_series,1443.26,0,0
PROD000681,M000138,Monthly Current Affairs & Magazine Pass,Study Material,study_material,50.0,0,0
PROD000682,M000138,CSAT Aptitude Intensive Crash Course,Short Courses,exam_course,756.8,0,0
PROD000683,M000139,Slim Fit Denim Jeans,Fashion,fashion_apparel,1527.77,1,1
PROD000684,M000139,Wireless Noise-Canceling Earbuds,Electronics,electronic_accessory,2477.24,1,1
PROD000685,M000139,Organic Hydrating Skincare Kit,Beauty,cosmetics_kit,1072.29,1,1
PROD000686,M000139,Stainless Steel Water Bottle,Lifestyle,general_item,689.23,1,1
PROD000687,M000140,Annual All-Gym Access Pass,Memberships,gym_membership,16561.5,0,0
PROD000688,M000140,Monthly Unlimited Crossfit Membership,Memberships,gym_membership,3279.11,0,0
PROD000689,M000140,Personal Training 10-Session Bundle,Personal Training,personal_training,8040.24,0,0
PROD000690,M000140,Yoga & Pilates Group Class Pass,Group Classes,fitness_class,1859.36,0,0
PROD000691,M000141,Annual All-Gym Access Pass,Memberships,gym_membership,14700.7,0,0
PROD000692,M000141,Monthly Unlimited Crossfit Membership,Memberships,gym_membership,3142.03,0,0
PROD000693,M000141,Personal Training 10-Session Bundle,Personal Training,personal_training,8414.17,0,0
PROD000694,M000141,Yoga & Pilates Group Class Pass,Group Classes,fitness_class,2333.32,0,0
PROD000695,M000141,Nutrition & Meal Plan Consultation,Wellness & Diet,nutrition_plan,1469.68,0,0
PROD000696,M000141,Annual All-Gym Access Pass,Memberships,gym_membership,15114.36,0,0
PROD000697,M000142,Performance Running Shoes,Footwear,footwear,3380.74,1,1
PROD000698,M000142,Urban Casual Sneakers,Footwear,footwear,3697.14,1,1
PROD000699,M000142,Leather Formal Shoes,Footwear,footwear,5173.89,1,1
PROD000700,M000142,Breathable Sports Sandals,Footwear,footwear,2327.0,1,1
PROD000701,M000142,Waterproof Trail Shoes,Footwear,footwear,4494.73,1,1
PROD000702,M000142,Performance Running Shoes,Footwear,footwear,2740.15,1,1
PROD000703,M000143,Slim Fit Denim Jeans,Fashion,fashion_apparel,1641.77,1,1
PROD000704,M000143,Wireless Noise-Canceling Earbuds,Electronics,electronic_accessory,3735.97,1,1
PROD000705,M000143,Organic Hydrating Skincare Kit,Beauty,cosmetics_kit,2830.58,1,1
PROD000706,M000143,Stainless Steel Water Bottle,Lifestyle,general_item,557.21,1,1
PROD000707,M000144,Performance Running Shoes,Footwear,footwear,2244.65,1,1
PROD000708,M000144,Urban Casual Sneakers,Footwear,footwear,2840.05,1,1
PROD000709,M000144,Leather Formal Shoes,Footwear,footwear,3718.17,1,1
PROD000710,M000144,Breathable Sports Sandals,Footwear,footwear,1756.83,1,1
PROD000711,M000144,Waterproof Trail Shoes,Footwear,footwear,4959.22,1,1
PROD000712,M000145,Performance Running Shoes,Footwear,footwear,3544.48,1,1
PROD000713,M000145,Urban Casual Sneakers,Footwear,footwear,2699.9,1,1
PROD000714,M000145,Leather Formal Shoes,Footwear,footwear,4233.84,1,1
PROD000715,M000145,Breathable Sports Sandals,Footwear,footwear,2038.69,1,1
PROD000716,M000145,Waterproof Trail Shoes,Footwear,footwear,6062.1,1,1
PROD000717,M000145,Performance Running Shoes,Footwear,footwear,2795.94,1,1
PROD000718,M000146,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1400.45,1,1
PROD000719,M000146,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,758.3,1,1
PROD000720,M000146,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,2968.17,1,1
PROD000721,M000146,Custom Keychains Set,Gifts & Novelties,handicraft_item,468.37,1,1
PROD000722,M000147,Special Chicken Biryani Combo,Main Course,food_item,423.29,0,0
PROD000723,M000147,Paneer Butter Masala & Naan Meal,Main Course,food_item,299.37,0,0
PROD000724,M000147,Wood-Fired Margherita Pizza,Italian,food_item,523.55,0,0
PROD000725,M000147,Fresh Fruit Smoothie & Salad,Beverages & Healthy,food_item,231.82,0,0
PROD000726,M000147,Gourmet Chocolate Lava Cake,Desserts,food_item,153.37,0,0
PROD000727,M000148,Special Chicken Biryani Combo,Main Course,food_item,240.21,0,0
PROD000728,M000148,Paneer Butter Masala & Naan Meal,Main Course,food_item,445.99,0,0
PROD000729,M000148,Wood-Fired Margherita Pizza,Italian,food_item,503.5,0,0
PROD000730,M000148,Fresh Fruit Smoothie & Salad,Beverages & Healthy,food_item,283.21,0,0
PROD000731,M000148,Gourmet Chocolate Lava Cake,Desserts,food_item,161.65,0,0
PROD000732,M000149,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1252.19,1,1
PROD000733,M000149,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,796.49,1,1
PROD000734,M000149,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,3275.49,1,1
PROD000735,M000149,Custom Keychains Set,Gifts & Novelties,handicraft_item,368.98,1,1
PROD000736,M000150,Performance Running Shoes,Footwear,footwear,2201.86,1,1
PROD000737,M000150,Urban Casual Sneakers,Footwear,footwear,2708.09,1,1
PROD000738,M000150,Leather Formal Shoes,Footwear,footwear,4201.86,1,1
PROD000739,M000150,Breathable Sports Sandals,Footwear,footwear,2334.19,1,1
PROD000740,M000151,Complete Blood Count (CBC) Test,Lab Tests,lab_test,551.92,0,0
PROD000741,M000151,Comprehensive Health Checkup Package,Health Packages,diagnostic_package,3276.7,0,0
PROD000742,M000151,Vitamin D & B12 Screening Profile,Specialized Screening,lab_test,2048.32,0,0
PROD000743,M000151,HbA1c Diabetes Monitoring Test,Chronic Care,lab_test,50.0,0,0
PROD000744,M000152,Performance Running Shoes,Footwear,footwear,3324.23,1,1
PROD000745,M000152,Urban Casual Sneakers,Footwear,footwear,3495.85,1,1
PROD000746,M000152,Leather Formal Shoes,Footwear,footwear,4760.6,1,1
PROD000747,M000152,Breathable Sports Sandals,Footwear,footwear,2434.68,1,1
PROD000748,M000152,Waterproof Trail Shoes,Footwear,footwear,4112.79,1,1
PROD000749,M000153,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1137.64,1,1
PROD000750,M000153,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,1255.3,1,1
PROD000751,M000153,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,3190.13,1,1
PROD000752,M000153,Custom Keychains Set,Gifts & Novelties,handicraft_item,488.49,1,1
PROD000753,M000154,Slim Fit Denim Jeans,Fashion,fashion_apparel,1345.68,1,1
PROD000754,M000154,Wireless Noise-Canceling Earbuds,Electronics,electronic_accessory,2128.19,1,1
PROD000755,M000154,Organic Hydrating Skincare Kit,Beauty,cosmetics_kit,1240.82,1,1
PROD000756,M000154,Stainless Steel Water Bottle,Lifestyle,general_item,421.69,1,1
PROD000757,M000155,Annual All-Gym Access Pass,Memberships,gym_membership,15532.79,0,0
PROD000758,M000155,Monthly Unlimited Crossfit Membership,Memberships,gym_membership,3291.81,0,0
PROD000759,M000155,Personal Training 10-Session Bundle,Personal Training,personal_training,8548.3,0,0
PROD000760,M000155,Yoga & Pilates Group Class Pass,Group Classes,fitness_class,2186.62,0,0
PROD000761,M000155,Nutrition & Meal Plan Consultation,Wellness & Diet,nutrition_plan,1529.72,0,0
PROD000762,M000155,Annual All-Gym Access Pass,Memberships,gym_membership,15176.47,0,0
PROD000763,M000156,Performance Running Shoes,Footwear,footwear,3699.53,1,1
PROD000764,M000156,Urban Casual Sneakers,Footwear,footwear,2816.7,1,1
PROD000765,M000156,Leather Formal Shoes,Footwear,footwear,3506.13,1,1
PROD000766,M000156,Breathable Sports Sandals,Footwear,footwear,1613.3,1,1
PROD000767,M000157,Domestic Economy Flight Ticket,Flights,flight_booking,7130.38,0,0
PROD000768,M000157,3-Star Hotel Stay (2 Nights),Accommodation,hotel_stay,6204.74,0,0
PROD000769,M000157,Goa Beach Resort Holiday Package,Vacation Packages,vacation_package,17797.84,0,0
PROD000770,M000157,Outstation Cab Rental (Full Day),Transportation,car_rental,134.09,0,0
PROD000771,M000158,UPSC Complete Foundation Course 2026,Competitive Exams,exam_course,14740.67,0,0
PROD000772,M000158,Mains Answer Writing Test Series,Test Series,test_series,6710.71,0,0
PROD000773,M000158,Monthly Current Affairs & Magazine Pass,Study Material,study_material,1092.54,0,0
PROD000774,M000158,CSAT Aptitude Intensive Crash Course,Short Courses,exam_course,3355.35,0,0
PROD000775,M000158,1-on-1 Personal Mentorship Session,Mentorship,mentorship,2584.75,0,0
PROD000776,M000158,UPSC Complete Foundation Course 2026,Competitive Exams,exam_course,14474.57,0,0
PROD000777,M000159,Performance Running Shoes,Footwear,footwear,4802.06,1,1
PROD000778,M000159,Urban Casual Sneakers,Footwear,footwear,1607.28,1,1
PROD000779,M000159,Leather Formal Shoes,Footwear,footwear,3811.36,1,1
PROD000780,M000159,Breathable Sports Sandals,Footwear,footwear,2413.01,1,1
PROD000781,M000159,Waterproof Trail Shoes,Footwear,footwear,4784.17,1,1
PROD000782,M000160,UPSC Complete Foundation Course 2026,Competitive Exams,exam_course,14018.39,0,0
PROD000783,M000160,Mains Answer Writing Test Series,Test Series,test_series,6436.19,0,0
PROD000784,M000160,Monthly Current Affairs & Magazine Pass,Study Material,study_material,1486.83,0,0
PROD000785,M000160,CSAT Aptitude Intensive Crash Course,Short Courses,exam_course,3745.07,0,0
PROD000786,M000160,1-on-1 Personal Mentorship Session,Mentorship,mentorship,2672.6,0,0
PROD000787,M000161,Slim Fit Denim Jeans,Fashion,fashion_apparel,2199.67,1,1
PROD000788,M000161,Wireless Noise-Canceling Earbuds,Electronics,electronic_accessory,2585.08,1,1
PROD000789,M000161,Organic Hydrating Skincare Kit,Beauty,cosmetics_kit,1544.16,1,1
PROD000790,M000161,Stainless Steel Water Bottle,Lifestyle,general_item,50.0,1,1
PROD000791,M000161,Ergonomic Desk Chair Cushion,Home Office,home_decor,1125.33,1,1
PROD000792,M000162,Domestic Economy Flight Ticket,Flights,flight_booking,7397.2,0,0
PROD000793,M000162,3-Star Hotel Stay (2 Nights),Accommodation,hotel_stay,3369.11,0,0
PROD000794,M000162,Goa Beach Resort Holiday Package,Vacation Packages,vacation_package,15274.11,0,0
PROD000795,M000162,Outstation Cab Rental (Full Day),Transportation,car_rental,3929.03,0,0
PROD000796,M000162,Heritage City Guided Tour,Activities & Tours,tour_package,2262.29,0,0
PROD000797,M000163,Domestic Economy Flight Ticket,Flights,flight_booking,9560.46,0,0
PROD000798,M000163,3-Star Hotel Stay (2 Nights),Accommodation,hotel_stay,7745.89,0,0
PROD000799,M000163,Goa Beach Resort Holiday Package,Vacation Packages,vacation_package,15197.83,0,0
PROD000800,M000163,Outstation Cab Rental (Full Day),Transportation,car_rental,50.0,0,0
PROD000801,M000163,Heritage City Guided Tour,Activities & Tours,tour_package,50.0,0,0
PROD000802,M000164,Special Chicken Biryani Combo,Main Course,food_item,404.52,0,0
PROD000803,M000164,Paneer Butter Masala & Naan Meal,Main Course,food_item,327.68,0,0
PROD000804,M000164,Wood-Fired Margherita Pizza,Italian,food_item,361.96,0,0
PROD000805,M000164,Fresh Fruit Smoothie & Salad,Beverages & Healthy,food_item,306.78,0,0
PROD000806,M000165,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1165.36,1,1
PROD000807,M000165,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,900.22,1,1
PROD000808,M000165,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,3087.61,1,1
PROD000809,M000165,Custom Keychains Set,Gifts & Novelties,handicraft_item,406.67,1,1
PROD000810,M000166,Starter Developer API License,Software Subscriptions,saas_plan,983.48,0,0
PROD000811,M000166,Pro Engineering Team Subscription,Software Subscriptions,saas_plan,7732.17,0,0
PROD000812,M000166,Enterprise Infrastructure Plan,Software Subscriptions,saas_plan,23310.06,0,0
PROD000813,M000166,Custom Domain & SSL Add-on,Add-on Services,saas_plan,50.0,0,0
PROD000814,M000166,Priority 24/7 Technical Support Pass,Support Services,saas_plan,3261.58,0,0
PROD000815,M000166,Starter Developer API License,Software Subscriptions,saas_plan,3158.22,0,0
PROD000816,M000167,Performance Running Shoes,Footwear,footwear,2873.79,1,1
PROD000817,M000167,Urban Casual Sneakers,Footwear,footwear,2794.08,1,1
PROD000818,M000167,Leather Formal Shoes,Footwear,footwear,4266.8,1,1
PROD000819,M000167,Breathable Sports Sandals,Footwear,footwear,1544.52,1,1
PROD000820,M000167,Waterproof Trail Shoes,Footwear,footwear,4042.26,1,1
PROD000821,M000168,Performance Running Shoes,Footwear,footwear,4326.44,1,1
PROD000822,M000168,Urban Casual Sneakers,Footwear,footwear,2763.86,1,1
PROD000823,M000168,Leather Formal Shoes,Footwear,footwear,4595.75,1,1
PROD000824,M000168,Breathable Sports Sandals,Footwear,footwear,2027.75,1,1
PROD000825,M000168,Waterproof Trail Shoes,Footwear,footwear,5108.37,1,1
PROD000826,M000169,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,856.27,1,1
PROD000827,M000169,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,594.8,1,1
PROD000828,M000169,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,2677.57,1,1
PROD000829,M000169,Custom Keychains Set,Gifts & Novelties,handicraft_item,50.0,1,1
PROD000830,M000170,Special Chicken Biryani Combo,Main Course,food_item,442.01,0,0
PROD000831,M000170,Paneer Butter Masala & Naan Meal,Main Course,food_item,324.48,0,0
PROD000832,M000170,Wood-Fired Margherita Pizza,Italian,food_item,291.2,0,0
PROD000833,M000170,Fresh Fruit Smoothie & Salad,Beverages & Healthy,food_item,118.99,0,0
PROD000834,M000170,Gourmet Chocolate Lava Cake,Desserts,food_item,50.69,0,0
PROD000835,M000171,Domestic Economy Flight Ticket,Flights,flight_booking,10470.17,0,0
PROD000836,M000171,3-Star Hotel Stay (2 Nights),Accommodation,hotel_stay,4751.8,0,0
PROD000837,M000171,Goa Beach Resort Holiday Package,Vacation Packages,vacation_package,18146.12,0,0
PROD000838,M000171,Outstation Cab Rental (Full Day),Transportation,car_rental,974.05,0,0
PROD000839,M000172,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,745.04,1,1
PROD000840,M000172,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,1434.14,1,1
PROD000841,M000172,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,3574.78,1,1
PROD000842,M000172,Custom Keychains Set,Gifts & Novelties,handicraft_item,191.75,1,1
PROD000843,M000172,Embroidered Cushion Cover,Home & Living,home_decor,982.54,1,1
PROD000844,M000172,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1450.51,1,1
PROD000845,M000173,Special Chicken Biryani Combo,Main Course,food_item,373.91,0,0
PROD000846,M000173,Paneer Butter Masala & Naan Meal,Main Course,food_item,336.91,0,0
PROD000847,M000173,Wood-Fired Margherita Pizza,Italian,food_item,628.56,0,0
PROD000848,M000173,Fresh Fruit Smoothie & Salad,Beverages & Healthy,food_item,291.43,0,0
PROD000849,M000174,Performance Running Shoes,Footwear,footwear,2822.91,1,1
PROD000850,M000174,Urban Casual Sneakers,Footwear,footwear,3103.2,1,1
PROD000851,M000174,Leather Formal Shoes,Footwear,footwear,5227.48,1,1
PROD000852,M000174,Breathable Sports Sandals,Footwear,footwear,1576.62,1,1
PROD000853,M000174,Waterproof Trail Shoes,Footwear,footwear,4252.72,1,1
PROD000854,M000175,Domestic Economy Flight Ticket,Flights,flight_booking,3663.56,0,0
PROD000855,M000175,3-Star Hotel Stay (2 Nights),Accommodation,hotel_stay,11220.81,0,0
PROD000856,M000175,Goa Beach Resort Holiday Package,Vacation Packages,vacation_package,14954.56,0,0
PROD000857,M000175,Outstation Cab Rental (Full Day),Transportation,car_rental,8011.75,0,0
PROD000858,M000175,Heritage City Guided Tour,Activities & Tours,tour_package,375.88,0,0
PROD000859,M000175,Domestic Economy Flight Ticket,Flights,flight_booking,3111.41,0,0
PROD000860,M000176,Performance Running Shoes,Footwear,footwear,3819.59,1,1
PROD000861,M000176,Urban Casual Sneakers,Footwear,footwear,3135.19,1,1
PROD000862,M000176,Leather Formal Shoes,Footwear,footwear,4286.56,1,1
PROD000863,M000176,Breathable Sports Sandals,Footwear,footwear,2390.44,1,1
PROD000864,M000177,Domestic Economy Flight Ticket,Flights,flight_booking,6057.9,0,0
PROD000865,M000177,3-Star Hotel Stay (2 Nights),Accommodation,hotel_stay,4194.63,0,0
PROD000866,M000177,Goa Beach Resort Holiday Package,Vacation Packages,vacation_package,17110.57,0,0
PROD000867,M000177,Outstation Cab Rental (Full Day),Transportation,car_rental,701.57,0,0
PROD000868,M000177,Heritage City Guided Tour,Activities & Tours,tour_package,678.6,0,0
PROD000869,M000177,Domestic Economy Flight Ticket,Flights,flight_booking,5141.03,0,0
PROD000870,M000178,Slim Fit Denim Jeans,Fashion,fashion_apparel,1588.13,1,1
PROD000871,M000178,Wireless Noise-Canceling Earbuds,Electronics,electronic_accessory,2582.32,1,1
PROD000872,M000178,Organic Hydrating Skincare Kit,Beauty,cosmetics_kit,1217.42,1,1
PROD000873,M000178,Stainless Steel Water Bottle,Lifestyle,general_item,1014.28,1,1
PROD000874,M000178,Ergonomic Desk Chair Cushion,Home Office,home_decor,1445.13,1,1
PROD000875,M000179,Complete Blood Count (CBC) Test,Lab Tests,lab_test,117.59,0,0
PROD000876,M000179,Comprehensive Health Checkup Package,Health Packages,diagnostic_package,3285.55,0,0
PROD000877,M000179,Vitamin D & B12 Screening Profile,Specialized Screening,lab_test,1550.62,0,0
PROD000878,M000179,HbA1c Diabetes Monitoring Test,Chronic Care,lab_test,368.48,0,0
PROD000879,M000179,Home Sample Collection Service Charge,Home Care,home_sample_collection,50.0,0,0
PROD000880,M000180,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1435.03,1,1
PROD000881,M000180,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,1007.08,1,1
PROD000882,M000180,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,2496.03,1,1
PROD000883,M000180,Custom Keychains Set,Gifts & Novelties,handicraft_item,775.24,1,1
PROD000884,M000180,Embroidered Cushion Cover,Home & Living,home_decor,1471.87,1,1
PROD000885,M000181,Performance Running Shoes,Footwear,footwear,3805.59,1,1
PROD000886,M000181,Urban Casual Sneakers,Footwear,footwear,3031.3,1,1
PROD000887,M000181,Leather Formal Shoes,Footwear,footwear,3827.54,1,1
PROD000888,M000181,Breathable Sports Sandals,Footwear,footwear,1246.51,1,1
PROD000889,M000181,Waterproof Trail Shoes,Footwear,footwear,4491.52,1,1
PROD000890,M000182,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1166.66,1,1
PROD000891,M000182,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,974.72,1,1
PROD000892,M000182,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,3202.38,1,1
PROD000893,M000182,Custom Keychains Set,Gifts & Novelties,handicraft_item,531.52,1,1
PROD000894,M000182,Embroidered Cushion Cover,Home & Living,home_decor,748.23,1,1
PROD000895,M000182,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1286.66,1,1
PROD000896,M000183,Complete Blood Count (CBC) Test,Lab Tests,lab_test,1218.22,0,0
PROD000897,M000183,Comprehensive Health Checkup Package,Health Packages,diagnostic_package,3300.17,0,0
PROD000898,M000183,Vitamin D & B12 Screening Profile,Specialized Screening,lab_test,553.73,0,0
PROD000899,M000183,HbA1c Diabetes Monitoring Test,Chronic Care,lab_test,50.0,0,0
PROD000900,M000183,Home Sample Collection Service Charge,Home Care,home_sample_collection,791.27,0,0
PROD000901,M000183,Complete Blood Count (CBC) Test,Lab Tests,lab_test,50.0,0,0
PROD000902,M000184,Starter Developer API License,Software Subscriptions,saas_plan,1945.22,0,0
PROD000903,M000184,Pro Engineering Team Subscription,Software Subscriptions,saas_plan,9484.06,0,0
PROD000904,M000184,Enterprise Infrastructure Plan,Software Subscriptions,saas_plan,23342.18,0,0
PROD000905,M000184,Custom Domain & SSL Add-on,Add-on Services,saas_plan,651.32,0,0
PROD000906,M000184,Priority 24/7 Technical Support Pass,Support Services,saas_plan,5479.04,0,0
PROD000907,M000184,Starter Developer API License,Software Subscriptions,saas_plan,2281.76,0,0
PROD000908,M000185,Performance Running Shoes,Footwear,footwear,4392.88,1,1
PROD000909,M000185,Urban Casual Sneakers,Footwear,footwear,2368.14,1,1
PROD000910,M000185,Leather Formal Shoes,Footwear,footwear,4102.88,1,1
PROD000911,M000185,Breathable Sports Sandals,Footwear,footwear,1452.79,1,1
PROD000912,M000185,Waterproof Trail Shoes,Footwear,footwear,4802.05,1,1
PROD000913,M000186,Domestic Economy Flight Ticket,Flights,flight_booking,6108.68,0,0
PROD000914,M000186,3-Star Hotel Stay (2 Nights),Accommodation,hotel_stay,5307.3,0,0
PROD000915,M000186,Goa Beach Resort Holiday Package,Vacation Packages,vacation_package,17257.81,0,0
PROD000916,M000186,Outstation Cab Rental (Full Day),Transportation,car_rental,2248.31,0,0
PROD000917,M000186,Heritage City Guided Tour,Activities & Tours,tour_package,2490.15,0,0
PROD000918,M000186,Domestic Economy Flight Ticket,Flights,flight_booking,5348.95,0,0
PROD000919,M000187,Starter Developer API License,Software Subscriptions,saas_plan,2586.12,0,0
PROD000920,M000187,Pro Engineering Team Subscription,Software Subscriptions,saas_plan,8254.75,0,0
PROD000921,M000187,Enterprise Infrastructure Plan,Software Subscriptions,saas_plan,23736.97,0,0
PROD000922,M000187,Custom Domain & SSL Add-on,Add-on Services,saas_plan,1358.44,0,0
PROD000923,M000188,Special Chicken Biryani Combo,Main Course,food_item,334.93,0,0
PROD000924,M000188,Paneer Butter Masala & Naan Meal,Main Course,food_item,303.13,0,0
PROD000925,M000188,Wood-Fired Margherita Pizza,Italian,food_item,455.99,0,0
PROD000926,M000188,Fresh Fruit Smoothie & Salad,Beverages & Healthy,food_item,225.13,0,0
PROD000927,M000188,Gourmet Chocolate Lava Cake,Desserts,food_item,232.49,0,0
PROD000928,M000188,Special Chicken Biryani Combo,Main Course,food_item,369.75,0,0
PROD000929,M000189,Special Chicken Biryani Combo,Main Course,food_item,354.3,0,0
PROD000930,M000189,Paneer Butter Masala & Naan Meal,Main Course,food_item,348.07,0,0
PROD000931,M000189,Wood-Fired Margherita Pizza,Italian,food_item,440.3,0,0
